,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,SbjNum,NSE,NSEv1,NSEv2,edad,edadx,DNI,sexo,dep,prov,dist,zona,zona2,zona3,zonali,zonali2,region,area,ambito,ambito2,edu,edu2,p01,p02_1,p02_2,p02_3,p03_1,p03_2,p03_3,p03_4,p04,p05,p06,p06otros,p06cod,p07_1,p07_2,p07_3,p08,p09,p10,p11,p12,PONDERADOR,PERCENTAGE,periodo
51,51,51,51,155843420,NSE E,NSE E,NSE D/E,26,De 25 a 39 años,SI,Hombre,3,Aymaraes,30407,Sur,7,2,-1,-1,2,4,Perú rural,2,Superior técnico completa,Educacion superior,Aprueba,Desaprueba,Desaprueba,Desaprueba,Algo,Algo,Algo,Nada,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Nada,Nada,Nada,Tiene poca influencia,Mejor,Mejor,No atenta contra la libertad de prensa,Derecha,1.3258,0.10858882927432965,AGOSTO 2021
52,52,52,52,155843743,NSE D,NSE D,NSE D/E,37,De 25 a 39 años,SI,Mujer,14,Chiclayo,140120,Norte,2,2,-1,-1,1,2,Perú urbano,1,Superior universitaria incompleta,Educacion superior,Aprueba,Aprueba,Desaprueba,NS/NP,Algo,Algo,Mucho,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Poco,Poco,NS/NP,No tiene influencia,Mejor,Mejor,No atenta contra la libertad de prensa,Izquierda,0.8697,0.07123224077529378,AGOSTO 2021
53,53,53,53,155843788,NSE C2,NSE C,NSE C,27,De 25 a 39 años,SI,Mujer,1,Utcubamba,10701,Selva,8,2,-1,-1,3,1,Perú urbano,1,Superior técnico completa,Educacion superior,Aprueba,Aprueba,Desaprueba,Desaprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Poco,Poco,Poco,Tiene poca influencia,Igual,Mejor,No atenta contra la libertad de prensa,Izquierda,0.8697,0.07123224077529378,AGOSTO 2021
54,54,54,54,155844109,NSE B2,NSE B,NSE A/B,43,De 40 a más años,SI,Hombre,22,San Martín,220901,Selva,8,2,-1,-1,3,1,Perú urbano,1,Superior técnico incompleta,Educacion superior,Desaprueba,Desaprueba,Aprueba,Desaprueba,Poco,Nada,Nada,Algo,No debe dar el voto de confianza,Que se cambie todo el gabinete,Desilusión, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Igual,Atenta contra la libertad de prensa,Derecha,0.9174,0.07513907978297632,AGOSTO 2021
55,55,55,55,155844126,NSE D,NSE D,NSE D/E,24,De 18 a 24 años,SI,Mujer,6,Cajamarca,60105,Norte,5,2,-1,-1,2,1,Perú urbano,1,Secundaria completa,Educacion Basica,Aprueba,Desaprueba,99,Desaprueba,Algo,Algo,Algo,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Nada,Poco,Nada,Tiene algo de influencia,Igual,Mejor,Atenta contra la libertad de prensa,Centro,0.8754,0.07169909575105458,AGOSTO 2021
56,56,56,56,155844173,NSE E,NSE E,NSE D/E,40,De 40 a más años,SI,Mujer,14,Chiclayo,140105,Norte,2,2,-1,-1,1,1,Perú urbano,1,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Poco,Poco,Poco,Sí debe dar el voto de confianza,Que se cambie todo el gabinete,Desconfianza,DESCONFI,7,Nada,Mucho,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Izquierda,0.8891,0.07282118578051477,AGOSTO 2021
57,57,57,57,155844431,NSE D,NSE D,NSE D/E,39,De 25 a 39 años,SI,Mujer,8,Cusco,80108,Sur,7,2,-1,-1,2,1,Perú urbano,1,Superior universitaria completa,Educacion superior,Aprueba,Desaprueba,Desaprueba,Desaprueba,Algo,Poco,Algo,Algo,Sí debe dar el voto de confianza,Que se cambie todo el gabinete,Incertidumbre, ,-1,Nada,Poco,Nada,Tiene algo de influencia,Igual,Igual,Atenta contra la libertad de prensa,Centro,0.8697,0.07123224077529378,AGOSTO 2021
58,58,58,58,155844620,NSE B2,NSE B,NSE A/B,19,De 18 a 24 años,SI,Hombre,15,Lima,150132,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Superior universitaria incompleta,Educacion superior,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Poco,Algo,Poco,Poco,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Derecha,0.7462,0.0611170496338096,AGOSTO 2021
59,59,59,59,155844776,NSE D,NSE D,NSE D/E,39,De 25 a 39 años,SI,Mujer,8,La Convención,80901,Selva,8,2,-1,-1,3,2,Perú urbano,1,Superior técnico completa,Educacion superior,Aprueba,Aprueba,Desaprueba,Desaprueba,Mucho,Mucho,Mucho,Algo,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Confianza, ,-1,Algo,Poco,Poco,Tiene algo de influencia,Igual,Mejor,No atenta contra la libertad de prensa,Derecha,0.8697,0.07123224077529378,AGOSTO 2021
60,60,60,60,155844858,NSE C1,NSE C,NSE C,59,De 40 a más años,SI,Mujer,12,Huancayo,120101,Centro,6,2,-1,-1,2,1,Perú urbano,1,Posgrado universitario,Educacion superior,NS/NP,Desaprueba,Desaprueba,Desaprueba,Poco,Poco,Algo,Poco,No debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Igual,Igual,Atenta contra la libertad de prensa,Izquierda,0.8891,0.07282118578051477,AGOSTO 2021
61,61,61,61,155844973,NSE E,NSE E,NSE D/E,37,De 25 a 39 años,SI,Hombre,2,Huaraz,20105,Norte,5,2,-1,-1,2,4,Perú rural,2,Secundaria completa,Educacion Basica,Aprueba,Aprueba,Desaprueba,Desaprueba,Poco,Poco,Mucho,Nada,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Confianza, ,-1,Nada,Poco,Nada,No tiene influencia,Igual,Mejor,No atenta contra la libertad de prensa,Derecha,1.3258,0.10858882927432965,AGOSTO 2021
62,62,62,62,155845179,NSE E,NSE E,NSE D/E,49,De 40 a más años,SI,Mujer,1,Bagua,10201,Selva,8,2,-1,-1,3,4,Perú rural,2,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Nada,Nada,Nada,No debe dar el voto de confianza,Que se cambie todo el gabinete,Miedo, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Izquierda,1.3136,0.10758959581743809,AGOSTO 2021
63,63,63,63,155845200,NSE B2,NSE B,NSE A/B,45,De 40 a más años,SI,Mujer,11,Ica,110106,Sur,4,2,-1,-1,1,1,Perú urbano,1,Superior universitaria completa,Educacion superior,Desaprueba,Desaprueba,Aprueba,Aprueba,Nada,Poco,Poco,Algo,No debe dar el voto de confianza,Que se cambie todo el gabinete,Desilusión, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Derecha,0.8891,0.07282118578051477,AGOSTO 2021
64,64,64,64,155845204,NSE B1,NSE B,NSE A/B,34,De 25 a 39 años,SI,Hombre,15,Lima,150101,Lima Metropolitana,1,1,1,1,1,-1,Lima Metropolitana,1,Superior universitaria completa,Educacion superior,Aprueba,Aprueba,Desaprueba,Desaprueba,Algo,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Esperanza, ,-1,Algo,Algo,Mucho,Tiene algo de influencia,Igual,Igual,No atenta contra la libertad de prensa,Izquierda,0.7414,0.06072390860158998,AGOSTO 2021
65,65,65,65,155845226,NSE B1,NSE B,NSE A/B,42,De 40 a más años,SI,Mujer,18,Mariscal Nieto,180101,Sur,4,2,-1,-1,1,2,Perú urbano,1,Superior universitaria completa,Educacion superior,Aprueba,Aprueba,Aprueba,NS/NP,Mucho,Algo,Mucho,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Nada,Algo,Nada,Tiene algo de influencia,Mejor,Igual,No atenta contra la libertad de prensa,Centro,0.8891,0.07282118578051477,AGOSTO 2021
66,66,66,66,155845376,NSE E,NSE E,NSE D/E,19,De 18 a 24 años,SI,Mujer,12,Huancayo,120114,Centro,6,2,-1,-1,2,3,Perú urbano,1,Superior técnico incompleta,Educacion superior,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Poco,Nada,Algo,No debe dar el voto de confianza,Que se cambie todo el gabinete,Desilusión, ,-1,Nada,Nada,Nada,No tiene influencia,Peor,Peor,Atenta contra la libertad de prensa,Centro,0.8754,0.07169909575105458,AGOSTO 2021
67,67,67,67,155845470,NSE E,NSE E,NSE D/E,26,De 25 a 39 años,SI,Mujer,12,Chupaca,120901,Centro,6,2,-1,-1,2,2,Perú urbano,1,Secundaria completa,Educacion Basica,Desaprueba,Desaprueba,Aprueba,Aprueba,Poco,Nada,Poco,Poco,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Nada,Poco,Nada,Tiene algo de influencia,Igual,Igual,Atenta contra la libertad de prensa,Centro,0.8697,0.07123224077529378,AGOSTO 2021
68,68,68,68,155845551,NSE E,NSE E,NSE D/E,35,De 25 a 39 años,SI,Hombre,5,Huamanga,50114,Sur,7,2,-1,-1,2,4,Perú rural,2,Secundaria completa,Educacion Basica,Aprueba,Desaprueba,Desaprueba,Desaprueba,Mucho,Mucho,Mucho,Mucho,No debe dar el voto de confianza,Que se cambie a algunos ministros,Confianza, ,-1,Nada,Nada,Nada,Tiene algo de influencia,Igual,Igual,Atenta contra la libertad de prensa,Derecha,1.3258,0.10858882927432965,AGOSTO 2021
69,69,69,69,155845739,NSE E,NSE E,NSE D/E,27,De 25 a 39 años,SI,Hombre,20,Morropón,200401,Norte,2,2,-1,-1,1,2,Perú urbano,1,Secundaria completa,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Poco,Nada,Algo,Algo,No debe dar el voto de confianza,Que se cambie todo el gabinete,Miedo, ,-1,Nada,Nada,Nada,No tiene influencia,Peor,Peor,Atenta contra la libertad de prensa,Derecha,0.8974,0.07350099214872788,AGOSTO 2021
70,70,70,70,155845744,NSE D,NSE D,NSE D/E,42,De 40 a más años,SI,Mujer,14,Chiclayo,140106,Norte,2,2,-1,-1,1,4,Perú rural,2,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Aprueba,99,Desaprueba,NS/NP,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se cambie todo el gabinete,Esperanza, ,-1,Nada,Nada,Nada,Tiene poca influencia,Mejor,Mejor,NS/NP,Derecha,1.3136,0.10758959581743809,AGOSTO 2021
71,71,71,71,155846042,NSE C1,NSE C,NSE C,68,De 40 a más años,SI,Hombre,16,Maynas,160112,Selva,8,2,-1,-1,3,1,Perú urbano,1,Superior universitaria completa,Educacion superior,NS/NP,99,99,Desaprueba,Poco,Algo,Algo,Algo,No debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Igual,Igual,Atenta contra la libertad de prensa,Centro,0.9174,0.07513907978297632,AGOSTO 2021
72,72,72,72,155846214,NSE B1,NSE B,NSE A/B,34,De 25 a 39 años,SI,Hombre,21,San Román,211101,Sur,7,2,-1,-1,2,1,Perú urbano,1,Posgrado universitario,Educacion superior,Desaprueba,Desaprueba,Aprueba,Aprueba,Poco,Mucho,Poco,Poco,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Algo,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Derecha,0.8974,0.07350099214872788,AGOSTO 2021
73,73,73,73,155846216,NSE B2,NSE B,NSE A/B,19,De 18 a 24 años,SI,Mujer,1,Bagua,10201,Selva,8,2,-1,-1,3,3,Perú urbano,1,Secundaria completa,Educacion Basica,Aprueba,Desaprueba,Aprueba,Aprueba,Poco,Algo,Poco,Algo,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Igual,Igual,No atenta contra la libertad de prensa,Centro,0.8754,0.07169909575105458,AGOSTO 2021
74,74,74,74,155846355,NSE A2,NSE A,NSE A/B,66,De 40 a más años,SI,Mujer,15,Lima,150133,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,Superior técnico completa,Educacion superior,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Nada,Nada,Nada,No debe dar el voto de confianza,Que se mantenga todo el gabinete,Desilusión, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Derecha,0.286,0.02342465316975281,AGOSTO 2021
75,75,75,75,155846427,NSE D,NSE D,NSE D/E,49,De 40 a más años,SI,Mujer,20,Sullana,200606,Norte,2,2,-1,-1,1,4,Perú rural,2,Superior técnico completa,Educacion superior,Aprueba,Desaprueba,Desaprueba,Desaprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,NS/NP,Nada,NS/NP,No tiene influencia,Igual,Igual,No atenta contra la libertad de prensa,Centro,1.3136,0.10758959581743809,AGOSTO 2021
76,76,76,76,155846454,NSE B2,NSE B,NSE A/B,61,De 40 a más años,SI,Hombre,15,Lima,150125,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,NS/NP,Desaprueba,Aprueba,Aprueba,Nada,Nada,Nada,Nada,No debe dar el voto de confianza,Que se cambie todo el gabinete,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Izquierda,0.7579,0.06207533089984495,AGOSTO 2021
77,77,77,77,155846455,NSE C1,NSE C,NSE C,52,De 40 a más años,SI,Hombre,14,Chiclayo,140116,Norte,2,2,-1,-1,1,4,Perú urbano,1,Secundaria completa,Educacion Basica,Desaprueba,Desaprueba,Aprueba,Desaprueba,Nada,Algo,Algo,Poco,No debe dar el voto de confianza,Que se cambie todo el gabinete,Miedo, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Derecha,0.9174,0.07513907978297632,AGOSTO 2021
78,78,78,78,155846490,NSE B2,NSE B,NSE A/B,30,De 25 a 39 años,SI,Hombre,15,Lima,150141,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,Superior universitaria completa,Educacion superior,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Nada,Nada,Nada,No debe dar el voto de confianza,Que se cambie todo el gabinete,Desilusión, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Igual,Peor,Atenta contra la libertad de prensa,Centro,0.7414,0.06072390860158998,AGOSTO 2021
79,79,79,79,155846569,NSE D,NSE D,NSE D/E,20,De 18 a 24 años,SI,Mujer,12,Huancayo,120114,Centro,6,2,-1,-1,2,3,Perú urbano,1,Secundaria completa,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Algo,Algo,Algo,Algo,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Poco,Algo,Nada,Tiene algo de influencia,Igual,Igual,No atenta contra la libertad de prensa,Centro,0.8754,0.07169909575105458,AGOSTO 2021
80,80,80,80,155846639,NSE C1,NSE C,NSE C,19,De 18 a 24 años,SI,Hombre,15,Lima,150113,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,NS/NP,99,Desaprueba,Desaprueba,Algo,Algo,Algo,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Poco,Poco,Poco,Tiene algo de influencia,Igual,Igual,Atenta contra la libertad de prensa,Izquierda,1.5171,0.12425713749591603,AGOSTO 2021
81,81,81,81,155846686,NSE D,NSE D,NSE D/E,42,De 40 a más años,SI,Hombre,11,Ica,110111,Sur,4,2,-1,-1,1,5,Perú rural,2,Secundaria completa,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Aprueba,Nada,Nada,Nada,Nada,No debe dar el voto de confianza,Que se cambie todo el gabinete,Miedo, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,NS/NP,1.3554,0.11101319897301734,AGOSTO 2021
82,82,82,82,155846987,NSE C1,NSE C,NSE C,32,De 25 a 39 años,SI,Mujer,15,Lima,150106,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Superior técnico completa,Educacion superior,Desaprueba,Desaprueba,Desaprueba,Aprueba,Poco,Poco,Algo,Poco,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Poco,Nada,Tiene mucha influencia,Igual,Igual,Atenta contra la libertad de prensa,Centro,1.4608,0.11964592080550666,AGOSTO 2021
83,83,83,83,155847038,NSE C1,NSE C,NSE C,19,De 18 a 24 años,SI,Mujer,25,Coronel Portillo,250107,Selva,8,2,-1,-1,3,3,Perú urbano,1,Superior técnico incompleta,Educacion superior,NS/NP,Aprueba,Aprueba,Aprueba,Poco,Poco,Poco,Poco,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Poco,Algo,Poco,Tiene poca influencia,Peor,Igual,Atenta contra la libertad de prensa,Centro,0.8754,0.07169909575105458,AGOSTO 2021
84,84,84,84,155847292,NSE E,NSE E,NSE D/E,21,De 18 a 24 años,SI,Hombre,3,Andahuaylas,30201,Sur,7,2,-1,-1,2,1,Perú urbano,1,Secundaria completa,Educacion Basica,Desaprueba,Desaprueba,Aprueba,Desaprueba,Nada,Mucho,Poco,Poco,No debe dar el voto de confianza,Que se cambie todo el gabinete,Desilusión, ,-1,Nada,Nada,Nada,Tiene poca influencia,Peor,Peor,Atenta contra la libertad de prensa,Centro,0.9032,0.07397603756265993,AGOSTO 2021
85,85,85,85,155847294,NSE B1,NSE B,NSE A/B,26,De 25 a 39 años,SI,Hombre,15,Lima,150137,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Superior técnico completa,Educacion superior,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Algo,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Nada,Poco,Poco,Tiene algo de influencia,Mejor,Mejor,Atenta contra la libertad de prensa,Izquierda,0.7414,0.06072390860158998,AGOSTO 2021
86,86,86,86,155847315,NSE C1,NSE C,NSE C,61,De 40 a más años,SI,Mujer,15,Lima,150101,Lima Metropolitana,1,1,1,1,1,-1,Lima Metropolitana,1,Superior técnico incompleta,Educacion superior,Aprueba,Aprueba,Desaprueba,Desaprueba,Poco,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Esperanza, ,-1,NS/NP,NS/NP,Poco,Tiene poca influencia,Igual,Igual,No atenta contra la libertad de prensa,Centro,1.4934,0.12231600364933165,AGOSTO 2021
87,87,87,87,155847569,NSE E,NSE E,NSE D/E,23,De 18 a 24 años,SI,Hombre,21,Puno,210101,Sur,7,2,-1,-1,2,4,Perú rural,2,Superior universitaria incompleta,Educacion superior,Aprueba,Desaprueba,Desaprueba,Aprueba,Algo,Poco,Algo,Algo,Sí debe dar el voto de confianza,Que se cambie todo el gabinete,Esperanza, ,-1,Nada,Poco,Poco,Tiene mucha influencia,Mejor,Igual,Atenta contra la libertad de prensa,Centro,1.3344,0.10929320695705648,AGOSTO 2021
88,88,88,88,155847683,NSE B1,NSE B,NSE A/B,74,De 40 a más años,SI,Hombre,15,Lima,150132,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Superior universitaria completa,Educacion superior,Desaprueba,Desaprueba,Aprueba,Aprueba,Nada,Nada,Poco,Poco,No debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Izquierda,0.7579,0.06207533089984495,AGOSTO 2021
89,89,89,89,155847750,NSE B2,NSE B,NSE A/B,34,De 25 a 39 años,SI,Hombre,8,Cusco,80105,Sur,7,2,-1,-1,2,1,Perú urbano,1,Superior universitaria completa,Educacion superior,Aprueba,Aprueba,Desaprueba,Desaprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Nada,Mucho,Poco,Tiene algo de influencia,Mejor,Igual,No atenta contra la libertad de prensa,Izquierda,0.8974,0.07350099214872788,AGOSTO 2021
90,90,90,90,155847983,NSE C1,NSE C,NSE C,19,De 18 a 24 años,SI,Hombre,6,Celendín,60312,Norte,5,2,-1,-1,2,4,Perú urbano,1,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Aprueba,Aprueba,Aprueba,Desaprueba,Algo,Poco,Poco,Nada,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Confianza, ,-1,Poco,Nada,Algo,Tiene poca influencia,Mejor,Mejor,Atenta contra la libertad de prensa,Derecha,0.9032,0.07397603756265993,AGOSTO 2021
91,91,91,91,155847996,NSE E,NSE E,NSE D/E,30,De 25 a 39 años,SI,Mujer,12,Junín,120501,Centro,6,2,-1,-1,2,3,Perú urbano,1,Secundaria completa,Educacion Basica,Aprueba,Desaprueba,Desaprueba,Desaprueba,Mucho,Poco,Nada,Poco,Sí debe dar el voto de confianza,Que se cambie todo el gabinete,Esperanza, ,-1,Nada,Nada,Nada,Tiene poca influencia,Igual,Peor,Atenta contra la libertad de prensa,Derecha,0.8697,0.07123224077529378,AGOSTO 2021
92,92,92,92,155848112,NSE B2,NSE B,NSE A/B,62,De 40 a más años,SI,Hombre,15,Lima,150136,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,Posgrado universitario,Educacion superior,Aprueba,Aprueba,Desaprueba,Desaprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Confianza, ,-1,Mucho,Mucho,Algo,Tiene algo de influencia,Mejor,Mejor,No atenta contra la libertad de prensa,Izquierda,0.7579,0.06207533089984495,AGOSTO 2021
93,93,93,93,155848128,NSE C1,NSE C,NSE C,29,De 25 a 39 años,SI,Hombre,16,Maynas,160101,Selva,8,2,-1,-1,3,1,Perú urbano,1,Superior técnico completa,Educacion superior,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Poco,Nada,Poco,No debe dar el voto de confianza,Que se cambie a algunos ministros,Desilusión, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Derecha,0.8974,0.07350099214872788,AGOSTO 2021
94,94,94,94,155848347,NSE B2,NSE B,NSE A/B,64,De 40 a más años,SI,Hombre,4,Arequipa,40102,Sur,7,2,-1,-1,2,1,Perú urbano,1,Superior técnico completa,Educacion superior,Aprueba,Aprueba,Desaprueba,Desaprueba,Mucho,Algo,Mucho,Mucho,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Esperanza, ,-1,Nada,Algo,Nada,No tiene influencia,Mejor,Mejor,No atenta contra la libertad de prensa,Centro,0.9174,0.07513907978297632,AGOSTO 2021
95,95,95,95,155848376,NSE D,NSE D,NSE D/E,19,De 18 a 24 años,SI,Hombre,8,La Convención,80901,Selva,8,2,-1,-1,3,1,Perú urbano,1,Superior universitaria incompleta,Educacion superior,NS/NP,Desaprueba,Desaprueba,NS/NP,Algo,Algo,Algo,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Nada,Nada,Nada,Tiene algo de influencia,Igual,Mejor,Atenta contra la libertad de prensa,Centro,0.9032,0.07397603756265993,AGOSTO 2021
96,96,96,96,155848385,NSE E,NSE E,NSE D/E,40,De 40 a más años,SI,Mujer,11,Chincha,110201,Sur,4,2,-1,-1,1,2,Perú urbano,1,Secundaria completa,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Nada,Nada,Nada,No debe dar el voto de confianza,Que se cambie todo el gabinete,Miedo, ,-1,Nada,Nada,Nada,No tiene influencia,Peor,Peor,Atenta contra la libertad de prensa,Derecha,0.8891,0.07282118578051477,AGOSTO 2021
97,97,97,97,155848511,NSE E,NSE E,NSE D/E,50,De 40 a más años,SI,Hombre,6,Jaén,60801,Selva,8,2,-1,-1,3,4,Perú rural,2,Sin educacion/Educacion Inicial,Educacion Basica,Aprueba,Desaprueba,Desaprueba,Aprueba,Poco,Nada,Nada,Algo,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Esperanza, ,-1,Nada,Nada,Nada,No tiene influencia,Peor,Peor,Atenta contra la libertad de prensa,Izquierda,1.3554,0.11101319897301734,AGOSTO 2021
98,98,98,98,155848531,NSE B1,NSE B,NSE A/B,60,De 40 a más años,SI,Mujer,15,Lima,150125,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Aprueba,Aprueba,Desaprueba,Desaprueba,Nada,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Miedo, ,-1,Poco,Mucho,Mucho,Tiene poca influencia,NS/NP,Peor,Atenta contra la libertad de prensa,NS/NP,0.7346,0.060166958805945504,AGOSTO 2021
99,99,99,99,155849065,NSE C1,NSE C,NSE C,44,De 40 a más años,SI,Hombre,2,Recuay,21701,Norte,5,2,-1,-1,2,1,Perú urbano,1,Superior técnico completa,Educacion superior,Aprueba,Aprueba,Desaprueba,Desaprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Confianza, ,-1,Algo,Algo,Poco,Tiene algo de influencia,Igual,Mejor,No atenta contra la libertad de prensa,Izquierda,0.9174,0.07513907978297632,AGOSTO 2021
