,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,SbjNum,NSE,NSEv1,NSEv2,edad,edadx,DNI,sexo,dep,prov,dist,zona,zona2,zona3,zonali,zonali2,region,area,ambito,ambito2,edu,edu2,ocupa,ocupa2,p01,p02,p02otros,p02cod,p03,p03otros,p03cod,p04,p05_1,p05_2,p05_3,p06,p07,p08,p13,p14,p15,p16,p17,p18,p21,m1,rolhogar,rolhogar2,D12,seguro2_1,seguro2_2,seguro2_3,seguro2_4,jubila,emitedoc_1,emitedoc_2,emitedoc_3,emitedoc_4,emitedoc_5,emitedoc_6,emitedoc_99,TIPOTRAB,Identificacion_ideológica,PONDERADOR,PERCENTAGE,periodo
40,40,40,40,40,40,40,159140198,NSE D,NSE D,NSE D/E,47,De 40 a más años,SI,Hombre,15,Lima,150128,Lima Metropolitana,1,1,1,1,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,99,Tener una nueva Constitución, ,-1,La falta de gente capacitada en el gobierno, ,-1,Sí tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Mala,Mejor,Mejor,Mala,Igual,Igual,Centro,Desaprueba,1,1,1,2,2,1,2,3,0,0,0,0,0,1,0,2,Centro,1.7542,0.14332318774234604,OCTUBRE 2021
41,41,41,41,41,41,41,159140314,NSE C2,NSE C,NSE C,24,De 18 a 24 años,SI,Hombre,13,Sánchez Carrión,130901,Norte,5,2,-1,-1,2,1,Peru urbano,1,Superior universitaria incompleta,Educacion superior,Estudiante,No trabaja,Desaprueba,Tener una nueva Constitución, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,Sí debe dar el voto de confianza,Mala,Igual,Peor,Regular,Igual,Peor,Derecha,-1,3,3,2,-1,-1,-1,-1,3, , , , , , , ,-1,Derecha,0.9308,0.0760490383938979,OCTUBRE 2021
42,42,42,42,42,42,42,159140513,NSE E,NSE E,NSE D/E,61,De 40 a más años,SI,Hombre,2,Carhuaz,20601,Norte,5,2,-1,-1,2,5,Peru rural,2,Primaria completa,Educacion Basica,Agricultor,Trabajador independiente,99,Que se preocupa por los que menos tienen, ,-1,NS/NP, ,-1,Sí tiene,Aprueba,NS/NP,NS/NP,De acuerdo,Aprueba,NS/NP,Buena,Peor,Peor,Mala,Peor,Peor,Derecha,-1,1,1,1,2,1,1,2,3,0,0,0,0,0,0,1,2,Derecha,1.1402,0.0931576209461994,OCTUBRE 2021
43,43,43,43,43,43,43,159140625,NSE C2,NSE C,NSE C,31,De 25 a 39 años,SI,Hombre,15,Lima,150132,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Superior técnico incompleta,Educacion superior,Asalariado del sector privado,Trabajador dependiente,99,Que hará cambios en la economía, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,NS/NP,Desaprueba,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Mejor,Regular,Igual,Mejor,Centro,Desaprueba,2,2,1,1,1,2,2,1,0,0,0,1,0,0,0,1,Centro,1.0095,0.08247905485457664,OCTUBRE 2021
44,44,44,44,44,44,44,159140626,NSE B2,NSE B,NSE A/B,29,De 25 a 39 años,SI,Mujer,15,Lima,150132,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Superior universitaria incompleta,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,Que hará cambios en la economía, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,NS/NP,Aprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Muy mala,Igual,Mejor,Regular,Peor,Mejor,Centro,Aprueba,2,2,1,2,2,1,2,3,1,0,0,0,0,0,0,2,Centro,0.8316,0.06794411294409701,OCTUBRE 2021
45,45,45,45,45,45,45,159140709,NSE E,NSE E,NSE D/E,45,De 40 a más años,SI,Mujer,20,Paita,200501,Norte,2,2,-1,-1,1,3,Peru urbano,1,Primaria completa,Educacion Basica,Asalariado del sector privado,Trabajador dependiente,99,Tener una nueva Constitución, ,-1,Que quiera hacer una Asamblea Constituyente, ,-1,Sí tiene,Desaprueba,Desaprueba,Desaprueba,NS/NP,Desaprueba,Sí debe dar el voto de confianza,Mala,NS/NP,NS/NP,Regular,NS/NP,Mejor,Derecha,-1,1,1,1,2,1,2,2,2,0,0,0,1,0,0,0,1,Derecha,0.9847,0.0804528234921264,OCTUBRE 2021
46,46,46,46,46,46,46,159141246,NSE C2,NSE C,NSE C,43,De 40 a más años,SI,Mujer,15,Lima,150143,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,No trabaja,No trabaja,Desaprueba,Que hará cambios en la economía, ,-1,El manejo de la economía del país, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Muy mala,Peor,Peor,Mala,Peor,Peor,Centro,Aprueba,1,1,1,2,2,1,2,3, , , , , , , ,-1,Centro,1.0812,0.08833715117262829,OCTUBRE 2021
47,47,47,47,47,47,47,159141444,NSE C2,NSE C,NSE C,47,De 40 a más años,SI,Mujer,15,Lima,150119,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,Secundaria incompleta,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,NS/NP, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,NS/NP,En desacuerdo,Desaprueba,NS/NP,Regular,Peor,Peor,Mala,Peor,Peor,Derecha,Desaprueba,1,1,2,-1,-1,-1,-1,3,0,0,0,0,0,1,0,2,Derecha,1.0812,0.08833715117262829,OCTUBRE 2021
48,48,48,48,48,48,48,159141675,NSE C2,NSE C,NSE C,29,De 25 a 39 años,SI,Mujer,15,Lima,150117,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Superior técnico completa,Educacion superior,No trabaja,No trabaja,Desaprueba,Que una persona humilde sea Presidente del Perú, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Mala,Peor,Peor,Regular,Peor,Peor,Izquierda,Desaprueba,2,2,2,-1,-1,-1,-1,3, , , , , , , ,-1,Izquierda,0.9716,0.07938251579663859,OCTUBRE 2021
49,49,49,49,49,49,49,159142327,NSE D,NSE D,NSE D/E,30,De 25 a 39 años,SI,Hombre,15,Barranca,150201,Centro,3,2,-1,-1,1,1,Peru urbano,1,Superior técnico completa,Educacion superior,Asalariado del sector privado,Trabajador dependiente,Desaprueba,No tiene nada positivo, ,-1,El manejo de la economía del país, ,-1,No tiene,Desaprueba,Aprueba,NS/NP,NS/NP,Desaprueba,No debe dar el voto de confianza,Mala,Mejor,Igual,Muy mala,Peor,Igual,Centro,-1,1,1,1,99,2,2,2,2,0,0,0,1,0,0,0,2,Centro,0.9194,0.07511762559019095,OCTUBRE 2021
50,50,50,50,50,50,50,159142361,NSE D,NSE D,NSE D/E,35,De 25 a 39 años,SI,Mujer,17,Tambopata,170101,Selva,8,2,-1,-1,3,1,Peru urbano,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,99,Tener una nueva Constitución, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Aprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Mejor,Igual,Regular,Peor,Peor,Izquierda,-1,1,1,1,2,2,1,2,3,1,0,0,0,0,0,0,2,Izquierda,0.8849,0.07229887631581464,OCTUBRE 2021
51,51,51,51,51,51,51,159142400,NSE D,NSE D,NSE D/E,19,De 18 a 24 años,SI,Mujer,20,Piura,200104,Norte,2,2,-1,-1,1,2,Peru urbano,1,Secundaria incompleta,Educacion Basica,No trabaja,No trabaja,Aprueba,Que se preocupa por los que menos tienen, ,-1,NS/NP, ,-1,Sí tiene,Aprueba,Aprueba,Aprueba,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Mejor,Mejor,Regular,Mejor,Mejor,Derecha,-1,3,3,1,1,1,1,2,3, , , , , , , ,-1,Derecha,0.8958,0.07318943768076251,OCTUBRE 2021
52,52,52,52,52,52,52,159142626,NSE B2,NSE B,NSE A/B,28,De 25 a 39 años,SI,Hombre,2,Santa,21801,Norte,2,2,-1,-1,1,1,Peru urbano,1,Superior universitaria incompleta,Educacion superior,Asalariado del sector estatal,Trabajador dependiente,Desaprueba,NS/NP, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,NS/NP,Sí debe dar el voto de confianza,Mala,Peor,Igual,Mala,Peor,Igual,Izquierda,-1,3,3,1,2,2,1,2,3,1,0,0,0,0,0,0,2,Izquierda,0.9194,0.07511762559019095,OCTUBRE 2021
53,53,53,53,53,53,53,159142634,NSE D,NSE D,NSE D/E,32,De 25 a 39 años,SI,Mujer,20,Paita,200501,Norte,2,2,-1,-1,1,1,Peru urbano,1,Superior técnico completa,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,NS/NP, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,NS/NP,Desaprueba,De acuerdo,Desaprueba,Sí debe dar el voto de confianza,Regular,Igual,Peor,Mala,Igual,Peor,Izquierda,-1,2,2,1,2,2,1,2,3,0,0,0,0,0,1,0,2,Izquierda,0.8849,0.07229887631581464,OCTUBRE 2021
54,54,54,54,54,54,54,159143047,NSE D,NSE D,NSE D/E,49,De 40 a más años,SI,Mujer,12,Huancayo,120107,Centro,6,2,-1,-1,2,2,Peru urbano,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,NS/NP, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Mala,Peor,Peor,Muy mala,Peor,Peor,Centro,-1,1,1,2,-1,-1,-1,-1,3,0,0,0,0,0,1,0,2,Centro,0.9847,0.0804528234921264,OCTUBRE 2021
55,55,55,55,55,55,55,159143105,NSE C1,NSE C,NSE C,62,De 40 a más años,SI,Hombre,15,Lima,150132,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Secundaria incompleta,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Aprueba,Que se preocupa por los que menos tienen, ,-1,Que quiera hacer una Asamblea Constituyente, ,-1,Sí tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Mejor,Mejor,Regular,Mejor,Mejor,Derecha,Desaprueba,1,1,1,2,1,2,2,3,0,0,0,0,0,1,0,2,Derecha,1.1234,0.09178501260389439,OCTUBRE 2021
56,56,56,56,56,56,56,159143167,NSE D,NSE D,NSE D/E,37,De 25 a 39 años,SI,Mujer,16,Maynas,160101,Selva,8,2,-1,-1,3,3,Peru urbano,1,Secundaria completa,Educacion Basica,No trabaja,No trabaja,Aprueba,Que hará cambios en la economía, ,-1,La falta de gente capacitada en el gobierno, ,-1,Sí tiene,Aprueba,Aprueba,Aprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Mejor,Regular,Peor,Mejor,Derecha,-1,2,2,2,-1,-1,-1,-1,1, , , , , , , ,-1,Derecha,0.8849,0.07229887631581464,OCTUBRE 2021
57,57,57,57,57,57,57,159143761,NSE E,NSE E,NSE D/E,34,De 25 a 39 años,SI,Hombre,1,Chachapoyas,10106,Norte,5,2,-1,-1,2,4,Peru rural,2,Secundaria completa,Educacion Basica,No trabaja,No trabaja,99,NS/NP, ,-1,NS/NP, ,-1,NS/NP,NS/NP,NS/NP,NS/NP,NS/NP,NS/NP,NS/NP,NS/NP,NS/NP,NS/NP,Mala,Mejor,NS/NP,NS/NP,-1,1,1,2,-1,-1,-1,-1,3, , , , , , , ,-1, ,1.0247,0.08372093859285257,OCTUBRE 2021
58,58,58,58,58,58,58,159143987,NSE E,NSE E,NSE D/E,74,De 40 a más años,SI,Hombre,15,Lima,150103,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Superior técnico incompleta,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,No tiene nada positivo, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,NS/NP,Desaprueba,NS/NP,Desaprueba,NS/NP,Mala,Peor,Peor,Mala,Peor,Peor,Derecha,Aprueba,1,1,1,2,2,1,2,1,0,0,0,0,0,1,0,2,Derecha,0.8991,0.0734590571765724,OCTUBRE 2021
59,59,59,59,59,59,59,159144148,NSE C2,NSE C,NSE C,51,De 40 a más años,SI,Mujer,15,Prov. Const. del Callao,70106,Lima Metropolitana,1,1,6,-1,1,-1,Lima Metropolitana,1,Superior técnico incompleta,Educacion superior,Ama de casa,No trabaja,99,Que se preocupa por los que menos tienen, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,Sí debe dar el voto de confianza,Regular,Peor,Peor,Mala,Peor,Peor,Centro,-1,1,1,2,-1,-1,-1,-1,3, , , , , , , ,-1,Centro,1.0812,0.08833715117262829,OCTUBRE 2021
60,60,60,60,60,60,60,159144170,NSE E,NSE E,NSE D/E,65,De 40 a más años,SI,Hombre,22,Bellavista,220201,Selva,8,2,-1,-1,3,5,Peru rural,2,Secundaria incompleta,Educacion Basica,Agricultor,Trabajador independiente,Aprueba,Tener una nueva Constitución, ,-1,No tiene nada negativo, ,-1,Sí tiene,Desaprueba,Desaprueba,Aprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Buena,Mejor,Mejor,Buena,Mejor,Mejor,Izquierda,-1,1,1,2,-1,-1,-1,-1,3,0,0,0,0,0,1,0,2,Izquierda,1.1402,0.0931576209461994,OCTUBRE 2021
61,61,61,61,61,61,61,159144197,NSE D,NSE D,NSE D/E,27,De 25 a 39 años,SI,Mujer,15,Lima,150106,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,No trabaja,No trabaja,Aprueba,Tener una nueva Constitución, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,Sí tiene,Aprueba,Desaprueba,Desaprueba,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Igual,Regular,Igual,Igual,Derecha,Desaprueba,2,2,1,2,2,1,2,3, , , , , , , ,-1,Derecha,1.5172,0.12395960577054352,OCTUBRE 2021
62,62,62,62,62,62,62,159144259,NSE C1,NSE C,NSE C,24,De 18 a 24 años,SI,Mujer,2,Santa,21809,Norte,2,2,-1,-1,1,3,Peru urbano,1,Superior universitaria incompleta,Educacion superior,Asalariado del sector privado,Trabajador dependiente,Desaprueba,Tener una nueva Constitución, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Mala,Peor,Igual,Muy mala,Peor,Peor,Centro,-1,3,3,1,2,2,1,2,3,1,0,0,0,0,0,0,2,Centro,0.8958,0.07318943768076251,OCTUBRE 2021
63,63,63,63,63,63,63,159144508,NSE C2,NSE C,NSE C,20,De 18 a 24 años,SI,Mujer,22,San Martín,220901,Selva,8,2,-1,-1,3,4,Peru rural,2,Superior universitaria incompleta,Educacion superior,Estudiante,No trabaja,Desaprueba,Tener una nueva Constitución, ,-1,El manejo de la economía del país, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Muy mala,Igual,Peor,Mala,Peor,Peor,Derecha,-1,3,3,1,1,2,1,2,3, , , , , , , ,-1,Derecha,0.9984,0.08157215291412512,OCTUBRE 2021
64,64,64,64,64,64,64,159144567,NSE D,NSE D,NSE D/E,57,De 40 a más años,SI,Mujer,13,Ascope,130208,Norte,2,2,-1,-1,1,4,Peru rural,2,Sin educacion/Educacion Inicial,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Aprueba,Que se preocupa por los que menos tienen, ,-1,No tiene nada negativo, ,-1,NS/NP,Aprueba,Aprueba,Desaprueba,De acuerdo,Aprueba,No debe dar el voto de confianza,Regular,Mejor,Peor,Regular,Peor,Peor,Izquierda,-1,1,1,1,2,2,1,2,3,0,0,0,0,0,1,0,2,Izquierda,1.0974,0.08966073778842239,OCTUBRE 2021
65,65,65,65,65,65,65,159144753,NSE A1,NSE A,NSE A/B,65,De 40 a más años,SI,Mujer,15,Lima,150130,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,Posgrado universitario,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,No tiene nada positivo, ,-1,Que quiera hacer una Asamblea Constituyente,QUE QUIERA CAMBIAR LA CONSTITUCION,4,No tiene,Desaprueba,Aprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Muy mala,Igual,Peor,Muy mala,Peor,Peor,Centro,Aprueba,1,1,1,1,1,2,1,2,0,0,1,0,0,0,0,1,Centro,0.5256,0.042943032423541826,OCTUBRE 2021
66,66,66,66,66,66,66,159144907,NSE E,NSE E,NSE D/E,56,De 40 a más años,SI,Hombre,15,Huaura,150807,Centro,3,2,-1,-1,1,4,Peru rural,2,Secundaria completa,Educacion Basica,Agricultor,Trabajador independiente,Aprueba,Que hará cambios en la economía, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Desaprueba,Sí debe dar el voto de confianza,Mala,Igual,Mejor,Mala,Igual,Mejor,Centro,-1,1,1,1,2,2,1,2,3,0,0,0,0,0,1,0,2,Centro,1.1402,0.0931576209461994,OCTUBRE 2021
67,67,67,67,67,67,67,159145050,NSE E,NSE E,NSE D/E,23,De 18 a 24 años,SI,Hombre,14,Ferreñafe,140203,Norte,2,2,-1,-1,1,4,Peru rural,2,Secundaria completa,Educacion Basica,Agricultor,Trabajador independiente,Aprueba,Que hará cambios en la economía, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,Sí tiene,Desaprueba,Desaprueba,Aprueba,En desacuerdo,Desaprueba,Sí debe dar el voto de confianza,Muy mala,Mejor,Igual,Regular,Mejor,Mejor,Derecha,-1,3,3,2,-1,-1,-1,-1,3,0,0,0,0,0,1,0,2,Derecha,1.0374,0.08475856513733314,OCTUBRE 2021
68,68,68,68,68,68,68,159145248,NSE B2,NSE B,NSE A/B,22,De 18 a 24 años,SI,Hombre,15,Lima,150112,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Superior universitaria incompleta,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,99,NS/NP, ,-1,La falta de gente capacitada en el gobierno,ESTA HACIENDO MAL EN LLAMAR A PERSONAS CORRUPTAS A SU GOBIERNO,3,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Muy mala,Peor,Peor,NS/NP,Peor,Peor,Izquierda,Desaprueba,3,3,2,-1,-1,-1,-1,2,0,0,0,0,0,1,0,2,Izquierda,0.8747,0.07146550696512945,OCTUBRE 2021
69,69,69,69,69,69,69,159145291,NSE D,NSE D,NSE D/E,27,De 25 a 39 años,SI,Mujer,15,Lima,150115,Lima Metropolitana,1,1,1,1,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,No tiene nada positivo, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,NS/NP,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Peor,Mejor,Mala,Peor,Mejor,Derecha,Desaprueba,2,2,1,2,2,1,2,3,0,0,0,0,0,1,0,2,Derecha,1.5172,0.12395960577054352,OCTUBRE 2021
70,70,70,70,70,70,70,159145609,NSE D,NSE D,NSE D/E,34,De 25 a 39 años,SI,Hombre,8,Cusco,80101,Sur,7,2,-1,-1,2,3,Peru urbano,1,Superior técnico completa,Educacion superior,Asalariado del sector privado,Trabajador dependiente,99,Que se preocupa por los que menos tienen, ,-1,La falta de gente capacitada en el gobierno, ,-1,Sí tiene,Desaprueba,Desaprueba,Desaprueba,NS/NP,Aprueba,Sí debe dar el voto de confianza,Muy mala,Igual,Igual,Buena,Igual,Igual,Centro,-1,3,3,1,2,2,1,2,2,0,0,0,1,0,0,0,2,Centro,0.9194,0.07511762559019095,OCTUBRE 2021
71,71,71,71,71,71,71,159145790,NSE D,NSE D,NSE D/E,32,De 25 a 39 años,SI,Hombre,12,Huancayo,120101,Centro,6,2,-1,-1,2,4,Peru rural,2,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,Tener una nueva Constitución, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,NS/NP,Desaprueba,No debe dar el voto de confianza,Regular,Peor,Peor,Regular,Peor,Peor,Izquierda,-1,1,1,1,2,1,2,2,2,0,0,1,0,0,0,0,1,Izquierda,1.0247,0.08372093859285257,OCTUBRE 2021
72,72,72,72,72,72,72,159145791,NSE E,NSE E,NSE D/E,64,De 40 a más años,SI,Hombre,14,Chiclayo,140101,Norte,2,2,-1,-1,1,3,Peru urbano,1,Superior técnico completa,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Aprueba,Tener una nueva Constitución, ,-1,Que no lo dejan trabajar,NO LO DEJAN GOBERNAR,7,Sí tiene,Desaprueba,Desaprueba,Desaprueba,NS/NP,Desaprueba,No debe dar el voto de confianza,Mala,Peor,Peor,Regular,Peor,Peor,Derecha,-1,2,2,1,2,2,1,2,1,0,0,0,0,0,1,0,2,Derecha,1.0231,0.08359021398882352,OCTUBRE 2021
73,73,73,73,73,73,73,159146429,NSE D,NSE D,NSE D/E,39,De 25 a 39 años,SI,Mujer,19,Pasco,190101,Centro,6,2,-1,-1,2,3,Peru urbano,1,Secundaria completa,Educacion Basica,Ama de casa,No trabaja,Aprueba,Tener una nueva Constitución, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,Sí tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Igual,Mala,Peor,Igual,Derecha,-1,2,2,1,2,1,2,2,3, , , , , , , ,-1,Derecha,0.8849,0.07229887631581464,OCTUBRE 2021
74,74,74,74,74,74,74,159146543,NSE E,NSE E,NSE D/E,23,De 18 a 24 años,SI,Mujer,19,Oxapampa,190308,Selva,8,2,-1,-1,3,5,Peru rural,2,Secundaria incompleta,Educacion Basica,Ama de casa,No trabaja,Desaprueba,NS/NP, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,Sí debe dar el voto de confianza,Regular,Peor,Peor,Mala,Peor,Igual,Izquierda,-1,3,3,1,2,2,1,2,3, , , , , , , ,-1,Izquierda,0.9984,0.08157215291412512,OCTUBRE 2021
75,75,75,75,75,75,75,159146869,NSE C2,NSE C,NSE C,41,De 40 a más años,SI,Hombre,16,Requena,160501,Selva,8,2,-1,-1,3,1,Peru urbano,1,Superior universitaria completa,Educacion superior,Trabajador independiente con empleados,Trabajador independiente,Aprueba,Que se preocupa por los que menos tienen, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,Sí tiene,Desaprueba,Desaprueba,Aprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Mejor,Regular,Mejor,Mejor,Derecha,-1,1,1,1,2,1,2,2,2,0,0,0,1,0,0,0,1,Derecha,1.0231,0.08359021398882352,OCTUBRE 2021
76,76,76,76,76,76,76,159146932,NSE C1,NSE C,NSE C,59,De 40 a más años,SI,Hombre,15,Lima,150101,Lima Metropolitana,1,1,1,1,1,-1,Lima Metropolitana,1,Secundaria incompleta,Educacion Basica,Trabajador independiente con empleados,Trabajador independiente,Aprueba,NS/NP, ,-1,Que quiera hacer una Asamblea Constituyente, ,-1,Sí tiene,Desaprueba,Desaprueba,Aprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,NS/NP,Regular,Igual,Peor,Centro,Desaprueba,1,1,1,2,2,1,2,3,0,0,1,0,0,0,0,2,Centro,1.1234,0.09178501260389439,OCTUBRE 2021
77,77,77,77,77,77,77,159147040,NSE E,NSE E,NSE D/E,36,De 25 a 39 años,SI,Hombre,2,Huaraz,20105,Norte,5,2,-1,-1,2,4,Peru rural,2,Secundaria incompleta,Educacion Basica,Agricultor,Trabajador independiente,Desaprueba,Que se preocupa por los que menos tienen, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Aprueba,Aprueba,Aprueba,En desacuerdo,Desaprueba,Sí debe dar el voto de confianza,Muy buena,Igual,Mejor,Regular,Igual,Mejor,Centro,-1,1,1,1,2,1,1,2,3,0,0,0,0,0,1,0,2,Centro,1.0247,0.08372093859285257,OCTUBRE 2021
78,78,78,78,78,78,78,159147472,NSE C2,NSE C,NSE C,23,De 18 a 24 años,SI,Mujer,8,Espinar,80801,Sur,7,2,-1,-1,2,4,Peru rural,2,Superior universitaria incompleta,Educacion superior,Empleado del hogar,Trabajador independiente,Desaprueba,NS/NP, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,Sí tiene,Desaprueba,NS/NP,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Regular,Mejor,Igual,Regular,Peor,Igual,Centro,-1,3,3,1,1,2,1,1,2,0,0,0,1,0,0,0,1,Centro,0.9984,0.08157215291412512,OCTUBRE 2021
79,79,79,79,79,79,79,159148087,NSE C1,NSE C,NSE C,21,De 18 a 24 años,SI,Mujer,15,Lima,150103,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Superior técnico completa,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Aprueba,No tiene nada positivo, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Aprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Igual,Regular,Mejor,Mejor,Derecha,Aprueba,3,3,1,2,1,2,2,2,0,0,0,1,0,0,0,1,Derecha,0.9837,0.08037112061460826,OCTUBRE 2021
80,80,80,80,80,80,80,159148133,NSE B1,NSE B,NSE A/B,42,De 40 a más años,SI,Hombre,15,Prov. Const. del Callao,70101,Lima Metropolitana,1,1,6,-1,1,-1,Lima Metropolitana,1,Superior universitaria completa,Educacion superior,Asalariado del sector privado,Trabajador dependiente,Aprueba,Que se preocupa por los que menos tienen, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Aprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Peor,Regular,Igual,Mejor,Centro,-1,1,1,1,1,1,2,2,2,0,0,0,1,0,0,0,1,Centro,0.9614,0.07854914644595343,OCTUBRE 2021
